INVOICE_NO,vcurr Net Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue,vcurr Gross Revenue,Sum of TONS_QTY
VKR-136093,10419,2024-01-08 00:00:00,11512,11512.4774,10418.531583710408,4.815096195963901
VKR-136094,165,2024-01-05 00:00:00,182,182.3251,165.00009049773755,0.007198510911900001
VKR-136095,2586,2024-01-02 00:00:00,2858,2857.5757,2586.0413574660633,1.1448444622615
VKR-136096,2720,2024-01-03 00:00:00,3006,3005.8938,2720.265882352941,0.9870351408148
VKR-136099,641388,2024-01-10 00:00:00,708734,708734.16,641388.3800904978,354.26586947794345
VKR-136100,35321,2024-01-11 00:00:00,39029,39029.2781,35320.61366515837,16.5650345950705
VKR-136101,13376,2024-01-11 00:00:00,14780,14780.1761,13375.724977375567,4.5236313467730005
VKR-136102,1058,2024-01-09 00:00:00,1169,1168.538,1057.5004524886879,2.0097997526145
VKR-136103,4388,2024-01-10 00:00:00,4848,4848.4796,4387.764343891403,2.5549905658122998
VKR-136104,580,2024-01-11 00:00:00,641,640.8748,579.9771945701358,0.057601695066299995
VKR-136105,0,2024-01-11 00:00:00,0,0.0127,0.011493212669683258,0.00045359237000000004
VKR-136106,24450,2024-01-11 00:00:00,27017,27017.452400000002,24450.183167420815,9.0430805718946
VKR-136107,36624,2024-01-10 00:00:00,40469,40469.15,36623.66515837104,21.437945674514598
VKR-136108,92480,2024-01-11 00:00:00,102190,102190.4424,92480.03837104072,23.561792156718198
VKR-136109,5009,2024-01-11 00:00:00,5535,5535.3270999999995,5009.345791855203,5.0544069944522
VKR-136110,157,2024-01-12 00:00:00,174,173.5703,157.07719457013576,0.00952543977
VKR-136111,40177,2024-01-12 00:00:00,44395,44395.2443,40176.691674208145,15.6591289855539
VKR-136112,39697,2024-01-12 00:00:00,43865,43864.8,39696.65158371041,23.9059871189216
VKR-136113,39697,2024-01-12 00:00:00,43865,43864.8,39696.65158371041,23.9079874612733
VKR-136114,39697,2024-01-12 00:00:00,43865,43864.8,39696.65158371041,23.9079874612733
VKR-136115,39697,2024-01-12 00:00:00,43865,43864.8,39696.65158371041,23.909987803625
VKR-136116,39697,2024-01-12 00:00:00,43865,43864.8,39696.65158371041,23.9059871189216
VKR-136117,11916,2024-01-12 00:00:00,13167,13167,11915.837104072398,7.555034514720001
VKR-136118,11916,2024-01-12 00:00:00,13167,13167,11915.837104072398,7.555034514720001
VKR-136119,11916,2024-01-12 00:00:00,13167,13167,11915.837104072398,7.555034514720001
VKR-136120,11916,2024-01-12 00:00:00,13167,13167,11915.837104072398,7.5540456833534
VKR-136121,39697,2024-01-12 00:00:00,43865,43864.8,39696.65158371041,23.9059871189216
VKR-136122,39697,2024-01-12 00:00:00,43865,43864.8,39696.65158371041,23.9059871189216
VKR-136123,39697,2024-01-12 00:00:00,43865,43864.8,39696.65158371041,23.911988145976704
VKR-136124,39697,2024-01-12 00:00:00,43865,43864.8,39696.65158371041,23.9059871189216
VKR-136125,39697,2024-01-12 00:00:00,43865,43864.8,39696.65158371041,23.9079874612733
VKR-136126,39697,2024-01-12 00:00:00,43865,43864.8,39696.65158371041,24.2259693204144
VKR-136127,39697,2024-01-12 00:00:00,43865,43864.8,39696.65158371041,23.8569946070379
VKR-136128,11916,2024-01-12 00:00:00,13167,13167,11915.837104072398,7.5900790612261995
VKR-136129,39697,2024-01-12 00:00:00,43865,43864.8,39696.65158371041,23.8249800575633
VKR-136130,21064,2024-01-15 00:00:00,23276,23275.7849,21064.058733031674,13.6351272558347
VKR-136131,8197,2024-01-15 00:00:00,9057,9057.1805,8196.543438914028,4.7942581624861
VKR-136132,26306,2024-01-15 00:00:00,29069,29068.584,26306.410859728505,13.3614568353189
VKR-136133,32508,2024-01-15 00:00:00,35921,35921.3549,32508.013484162893,9.5082168677111
VKR-136134,41533,2024-01-15 00:00:00,45894,45893.7078,41532.767239819004,22.6318824389812
VKR-136135,2593,2024-01-15 00:00:00,2865,2865.2446,2592.9815384615385,1.1112650191103999
VKR-136136,38858,2024-01-15 00:00:00,42939,42938.6146,38858.47475113122,18.179406127290097
VKR-136137,37706,2024-01-16 00:00:00,41665,41664.5948,37705.5156561086,21.040544327310197
VKR-136138,43092,2024-01-16 00:00:00,47617,47616.6798,43092.01791855203,24.2109690207385
VKR-136139,23,2024-01-16 00:00:00,25,24.8625,22.5,0.0013607771099999999
VKR-136140,9505,2024-01-16 00:00:00,10503,10503.1376,9505.10190045249,4.904512859862001
VKR-136141,1,2024-01-16 00:00:00,1,0.7884,0.7134841628959276,0.00045359237000000004
VKR-136142,6776,2024-01-16 00:00:00,7488,7487.936,6776.412669683258,2.3063901955864
VKR-136143,1,2024-01-16 00:00:00,2,1.6022,1.4499547511312219,0.00045359237000000004
VKR-136144,142094,2024-01-17 00:00:00,157014,157013.64,142093.79185520363,76.5814921459973
VKR-136145,36792,2024-01-17 00:00:00,40655,40655.498,36792.30588235294,16.6100173504034
VKR-136146,11141,2024-01-17 00:00:00,12311,12311.031099999998,11141.204615384615,4.7946709315428
VKR-136147,22565,2024-01-18 00:00:00,24934,24934.0369,22564.7392760181,7.5343869900376
VKR-136148,13146,2024-01-17 00:00:00,14526,14526.496500000001,13146.150678733033,6.0675418402367995
VKR-136149,12,2024-01-17 00:00:00,13,12.7158,11.507511312217195,0.00045359237000000004
VKR-136150,387,2024-01-17 00:00:00,427,427.2601,386.6607239819005,0.0388547224142
VKR-136152,19984,2024-01-18 00:00:00,22082,22082.3292,19984.008325791856,22.5449061020337
VKR-136153,4478,2024-01-18 00:00:00,4948,4948.3854,4478.176832579185,1.6164898085874997
VKR-136154,5913,2024-01-18 00:00:00,6533,6533.3705,5912.552488687783,3.1202528413826003
VKR-136155,17018,2024-01-19 00:00:00,18805,18804.8978,17018.00705882353,22.0840471822663
VKR-136156,37119,2024-01-19 00:00:00,41016,41015.9901,37118.54307692308,18.1334118609721
VKR-136157,37119,2024-01-19 00:00:00,41016,41015.9901,37118.54307692308,18.0704214885502
VKR-136158,37119,2024-01-19 00:00:00,41016,41015.9901,37118.54307692308,18.110419263736798
VKR-136159,36032,2024-01-19 00:00:00,39815,39814.824,36031.514932126694,14.2906045178743
VKR-136160,29522,2024-01-19 00:00:00,32622,32621.6025,29521.812217194572,9.6396906161556
VKR-136161,40760,2024-01-22 00:00:00,45039,45039.2599,40759.511221719455,21.520585668404898
VKR-136162,14978,2024-01-22 00:00:00,16551,16550.6882,14977.998371040725,4.7868419272366
VKR-136163,16798,2024-01-22 00:00:00,18562,18561.853,16798.05701357466,7.607705660724401
VKR-136164,4995,2024-01-19 00:00:00,5519,5519.4773000000005,4995.002081447964,1.4650761395578
VKR-136165,39697,2024-01-22 00:00:00,43865,43864.8,39696.65158371041,23.7779878880313
VKR-136166,39697,2024-01-22 00:00:00,43865,43864.8,39696.65158371041,23.736978601859597
VKR-136167,39697,2024-01-22 00:00:00,43865,43864.8,39696.65158371041,23.7809770617496
VKR-136168,39697,2024-01-22 00:00:00,43865,43864.8,39696.65158371041,23.7139860046243
VKR-136169,11916,2024-01-22 00:00:00,13167,13167,11915.837104072398,7.633066010131101
VKR-136170,39697,2024-01-22 00:00:00,43865,43864.8,39696.65158371041,23.6929846778933
VKR-136171,11916,2024-01-22 00:00:00,13167,13167,11915.837104072398,7.610046197353601
VKR-136172,39697,2024-01-22 00:00:00,43865,43864.8,39696.65158371041,23.715986346976003
VKR-136173,11916,2024-01-22 00:00:00,13167,13167,11915.837104072398,7.5990465823811
VKR-136174,39697,2024-01-22 00:00:00,43865,43864.8,39696.65158371041,23.708982880783203
VKR-136175,39697,2024-01-22 00:00:00,43865,43864.8,39696.65158371041,23.732982453079902
VKR-136176,11916,2024-01-22 00:00:00,13167,13167,11915.837104072398,7.6050476094362
VKR-136177,39697,2024-01-22 00:00:00,43865,43864.8,39696.65158371041,23.7739917392516
VKR-136178,39697,2024-01-22 00:00:00,43865,43864.8,39696.65158371041,23.6939916529547
VKR-136179,39697,2024-01-22 00:00:00,43865,43864.8,39696.65158371041,23.665982324107198
VKR-136180,39697,2024-01-22 00:00:00,43865,43864.8,39696.65158371041,23.663986517679202
VKR-136181,39697,2024-01-22 00:00:00,43865,43864.8,39696.65158371041,23.686012963166398
VKR-136182,51810,2024-01-22 00:00:00,57251,57250.5295,51810.433936651585,21.256975926655702
VKR-136183,5300,2024-01-23 00:00:00,5857,5856.5024,5300.002171945702,2.4218793489121
VKR-136184,57,2024-01-23 00:00:00,63,62.6535,56.7,0.00045359237000000004
VKR-136185,15742,2024-01-24 00:00:00,17395,17395.1382,15742.206515837106,6.753908742673401
VKR-136186,19482,2024-01-24 00:00:00,21528,21527.6189,19482.008054298643,8.365449858504201
VKR-136187,110,2024-01-24 00:00:00,122,121.5501,110.00009049773756,0.004799007274599999
VKR-136188,57380,2024-01-25 00:00:00,63405,63405.3683,57380.42380090498,22.731509467128
VKR-136189,2741,2024-01-25 00:00:00,3029,3028.8966,2741.082895927602,3.5795060441602002
VKR-136190,92480,2024-01-25 00:00:00,102190,102190.4424,92480.03837104072,23.561792156718198
VKR-136191,17010,2024-01-25 00:00:00,18796,18796.0578,17010.00705882353,9.3246752511143
VKR-136192,500,2024-01-25 00:00:00,553,552.5002,500.0001809954751,0.0239995722967
VKR-136193,20067,2024-01-26 00:00:00,22174,22174.4604,20067.384977375565,9.2317976774331
VKR-136194,30768,2024-01-26 00:00:00,33999,33998.6541,30768.012760180995,16.1445136447672
VKR-136195,39900,2024-01-29 00:00:00,44090,44089.5183,39900.01656108598,0.952543977
VKR-136196,39900,2024-01-29 00:00:00,44090,44089.5183,39900.01656108598,0.952543977
VKR-136197,42000,2024-01-29 00:00:00,46410,46410.0192,42000.017375565614,0.0009071847400000001
VKR-136198,580,2024-01-29 00:00:00,641,640.8748,579.9771945701358,0.057601695066299995
VKR-136199,576,2024-01-29 00:00:00,636,636.4803,576.0002714932127,0.057601695066299995
VKR-136200,15454,2024-01-29 00:00:00,17076,17076.3677,15453.726425339366,7.7465139977918005
VKR-136201,55781,2024-01-30 00:00:00,61638,61637.5,55780.54298642534,0.00045359237000000004
VKR-136202,3709,2024-01-30 00:00:00,4098,4098.0386,3708.63221719457,1.6120309955903998
VKR-136203,40260,2024-01-30 00:00:00,44487,44487.3955,40260.08642533937,20.838682114889103
VKR-136204,6253,2024-01-30 00:00:00,6909,6909.4319,6252.879547511312,2.8382453931062
VKR-136208,10585,2024-01-31 00:00:00,11696,11695.9659,10584.584524886877,4.5471047519205
VKR-136209,2453,2024-01-31 00:00:00,2710,2710.3665,2452.8203619909505,1.0300493052619002
VKR-136210,22924,2024-01-31 00:00:00,25331,25331.1123,22924.083529411764,10.252462156559702
VKR-136211,3210,2024-01-31 00:00:00,3547,3546.7082,3209.6906787330317,1.0990860639759001
VKR-136212,152243,2024-01-31 00:00:00,168229,168228.90000000002,152243.3484162896,84.51845597218099
VKR-136213,40177,2024-01-29 00:00:00,44395,44395.2443,40176.691674208145,15.649127273795399
VKR-136214,10544,2024-02-01 00:00:00,11430,11429.5633,10543.87758302583,18.5011845545681
VKR-136215,9686,2024-02-01 00:00:00,10500,10499.8976,9686.252398523984,4.488373611852899
VKR-136216,34303,2024-02-01 00:00:00,37185,37184.7484,34303.27343173431,17.230567999953
VKR-136217,293940,2024-02-02 00:00:00,318631,318630.72,293939.7785977859,159.65199962651172
VKR-136218,60772,2024-02-02 00:00:00,65876,65876.4142,60771.59981549815,20.0271509338747
VKR-136219,29349,2024-02-02 00:00:00,31815,31814.6896,29349.344649446495,14.1289986282907
VKR-136220,6763,2024-02-01 00:00:00,7331,7330.660199999999,6762.601660516604,3.2079322465035998
VKR-136221,43535,2024-02-06 00:00:00,47192,47191.7347,43534.81060885609,22.4792349987051
VKR-136222,41475,2024-02-06 00:00:00,44959,44959.3373,41475.403413284126,21.6535834872126
VKR-136223,15445,2024-02-06 00:00:00,16742,16742.2367,15444.867804428044,7.7445091195164
VKR-136224,33143,2024-02-05 00:00:00,35927,35926.851599999995,33142.85202952029,16.031482962086898
VKR-136225,2154,2024-02-05 00:00:00,2335,2334.5091,2153.6061808118084,1.0950899151962001
VKR-136226,750,2024-02-06 00:00:00,813,813.4961,750.4576568265682,0.1958339698238
VKR-136227,14981,2024-02-06 00:00:00,16240,16239.8416,14981.4036900369,5.6564964345428
VKR-136228,51810,2024-02-07 00:00:00,56162,56161.64720000001,51809.637638376385,21.2098612871838
VKR-136229,14301,2024-02-06 00:00:00,15502,15502.071,14300.803505535054,7.170841777330001
VKR-136230,1650,2024-02-06 00:00:00,1789,1788.6004,1650.00036900369,1.3750017667232
VKR-136231,24287,2024-02-06 00:00:00,26327,26326.5724,24286.50590405904,13.516308734513201
VKR-136232,28378,2024-02-07 00:00:00,30762,30762.2397,28378.449907749073,10.1200585437567
VKR-136233,32796,2024-02-07 00:00:00,35550,35550.4462,32795.614575645755,15.477633070545801
VKR-136234,7580,2024-02-07 00:00:00,8217,8216.6299,7579.916881918819,3.0002504439754
VKR-136235,13104,2024-02-07 00:00:00,14205,14204.902100000001,13104.153228782288,6.3233089699087
VKR-136236,331041,2024-02-09 00:00:00,358848,358848,331040.59040590405,183.32071711261
VKR-136237,87444,2024-02-09 00:00:00,94789,94789.3191,87444.0213099631,47.9759932388352
VKR-136238,8568,2024-02-09 00:00:00,9288,9287.7143,8568.002121771216,4.4903739542046
VKR-136239,89760,2024-02-12 00:00:00,97300,97299.8637,89760.02186346863,22.868798269755903
VKR-136240,14548,2024-02-12 00:00:00,15770,15769.532,14547.538745387452,6.6065320457367
VKR-136242,40987,2024-02-13 00:00:00,44430,44429.6478,40986.75996309963,19.2607431218279
VKR-136243,15965,2024-02-13 00:00:00,17306,17306.470699999998,15965.378874538743,7.4540693890817
VKR-136244,375,2024-02-13 00:00:00,406,406.1826,374.70719557195565,-0.019948992432599996
VKR-136249,7713,2024-02-14 00:00:00,8361,8360.606800000001,7712.736900369005,9.9244695138127
VKR-136250,1638,2024-02-14 00:00:00,1776,1775.5924,1638.00036900369,0.05715263862
VKR-136251,36295,2024-02-14 00:00:00,39344,39343.8628,36295.07638376384,12.038023985140999
VKR-136252,9261,2024-02-13 00:00:00,10039,10038.9264,9261.002214022139,4.5410991889417
VKR-136253,2639,2024-02-14 00:00:00,2860,2860.1602,2638.5241697416973,1.1182684853031999
VKR-136254,2427,2024-02-14 00:00:00,2631,2630.8686,2427.0005535055348,0.9713589885075999
VKR-136255,1536,2024-02-14 00:00:00,1665,1665.4472,1536.390405904059,0.6545111102915
VKR-136256,34317,2024-02-14 00:00:00,37200,37200,34317.343173431735,0.00045359237000000004
VKR-136257,2967,2024-02-14 00:00:00,3216,3216.4456,2967.20073800738,2.5919175206540004
VKR-136258,43535,2024-02-15 00:00:00,47192,47191.7347,43534.81060885609,22.448241032062995
VKR-136259,43535,2024-02-15 00:00:00,47192,47191.7347,43534.81060885609,22.454232987270696
VKR-136260,43535,2024-02-15 00:00:00,47192,47191.7347,43534.81060885609,22.4282240007749
VKR-136261,37770,2024-02-15 00:00:00,40943,40943.2068,37770.485977859775,18.1894123749723
VKR-136262,2298,2024-02-15 00:00:00,2492,2491.5495,2298.4773985239854,0.7761282965359
VKR-136263,1,2024-02-15 00:00:00,2,1.5905,1.467250922509225,0.00045359237000000004
VKR-136264,103462,2024-02-16 00:00:00,112153,112152.6,103461.80811808119,55.1198462701502
VKR-136265,1972,2024-02-16 00:00:00,2137,2137.2186,1971.6038745387455,0.5414758916875001
VKR-136266,38754,2024-02-16 00:00:00,42009,42009.4361,38754.092343173426,18.1254104915653
VKR-136267,38754,2024-02-16 00:00:00,42009,42009.4361,38754.092343173426,18.192415156461703
VKR-136268,6782,2024-02-16 00:00:00,7352,7351.6513,6781.966143911439,2.8270734130330997
VKR-136269,43535,2024-02-16 00:00:00,47192,47191.7347,43534.81060885609,22.446231617863898
VKR-136270,43535,2024-02-16 00:00:00,47192,47191.7347,43534.81060885609,22.5032300350781
VKR-136271,43535,2024-02-16 00:00:00,47192,47191.7347,43534.81060885609,22.370232216270402
VKR-136272,4214,2024-02-16 00:00:00,4568,4567.9042,4213.933763837638,1.7358163533633997
VKR-136273,1068,2024-02-16 00:00:00,1158,1157.6204,1067.9154981549816,0.544310844
VKR-136274,3567,2024-02-19 00:00:00,3867,3867.0354,3567.3758302583024,1.4701246226359002
VKR-136275,500,2024-02-19 00:00:00,542,542.0001,500.0000922509225,0.00045359237000000004
VKR-136276,40240,2024-02-19 00:00:00,43620,43620.4416,40240.259778597785,22.715874138134097
VKR-136281,13600,2024-02-20 00:00:00,14742,14742.4036,13600.00332103321,23.019046206394698
VKR-136282,13600,2024-02-20 00:00:00,14742,14742.4036,13600.00332103321,22.955901612566997
VKR-136283,43535,2024-02-21 00:00:00,47192,47191.7347,43534.81060885609,22.4142261402367
VKR-136284,38698,2024-02-21 00:00:00,41948,41948.2086,38697.60940959409,19.9569892660831
VKR-136285,38698,2024-02-21 00:00:00,41948,41948.2086,38697.60940959409,19.971971422064197
VKR-136286,38698,2024-02-21 00:00:00,41948,41948.2086,38697.60940959409,19.949981263966603
VKR-136287,38698,2024-02-21 00:00:00,41948,41948.2086,38697.60940959409,19.8989884097312
VKR-136288,38698,2024-02-21 00:00:00,41948,41948.2086,38697.60940959409,19.9299823763733
VKR-136289,36279,2024-02-21 00:00:00,39326,39326.4456,36279.008856088556,18.6798636609585
VKR-136290,2363,2024-02-21 00:00:00,2562,2561.9262,2363.400553505535,1.2501232513385
VKR-136291,14981,2024-02-21 00:00:00,16240,16239.8416,14981.4036900369,5.846996158095401
VKR-136292,19893,2024-02-21 00:00:00,21564,21564.4847,19893.4360701107,7.8342841213867995
VKR-136293,53863,2024-02-21 00:00:00,58388,58387.9669,53863.43809963099,17.466658292614298
VKR-136294,2428,2024-02-21 00:00:00,2632,2632.1694,2428.200553505535,1.0319997524529
VKR-136295,24377,2024-02-21 00:00:00,26425,26424.7172,24377.045387453873,10.562642226936799
VKR-136296,38754,2024-02-21 00:00:00,42009,42009.4361,38754.092343173426,18.1144199484402
VKR-136297,41475,2024-02-22 00:00:00,44959,44959.3373,41475.403413284126,21.544576168854196
VKR-136298,8292,2024-02-22 00:00:00,8988,8988,8291.512915129151,0.00045359237000000004
VKR-136299,28978,2024-02-22 00:00:00,31412,33802.597,31183.207564575645,13.8634883345112
VKR-136300,38754,2024-02-22 00:00:00,42009,42009.4361,38754.092343173426,17.9574180214121
VKR-136301,38754,2024-02-23 00:00:00,42009,42009.4361,38754.092343173426,18.156418065978503
VKR-136302,38754,2024-02-23 00:00:00,42009,42009.4361,38754.092343173426,18.0604197767917
VKR-136303,38754,2024-02-23 00:00:00,42009,42009.4361,38754.092343173426,18.1364146424615
VKR-136304,2630,2024-02-23 00:00:00,2851,2850.8941,2629.97610701107,3.2922505321629
VKR-136305,40466,2024-02-23 00:00:00,43865,43864.8,40465.68265682657,24.0199703455789
VKR-136306,40466,2024-02-23 00:00:00,43865,43864.8,40465.68265682657,24.0279717149857
VKR-136307,40466,2024-02-23 00:00:00,43865,43864.8,40465.68265682657,24.026973811771704
VKR-136308,40466,2024-02-23 00:00:00,43865,43864.8,40465.68265682657,24.0349706452548
VKR-136309,40466,2024-02-23 00:00:00,43865,43864.8,40465.68265682657,24.0179700032272
VKR-136310,40466,2024-02-23 00:00:00,43865,43864.8,40465.68265682657,24.0179700032272
VKR-136311,40466,2024-02-23 00:00:00,43865,43864.8,40465.68265682657,24.0179700032272
VKR-136312,40466,2024-02-23 00:00:00,43865,43864.8,40465.68265682657,24.0179700032272
VKR-136313,40466,2024-02-23 00:00:00,43865,43864.8,40465.68265682657,24.023971030282297
VKR-136314,40466,2024-02-23 00:00:00,43865,43864.8,40465.68265682657,24.0299720573374
VKR-136315,40466,2024-02-23 00:00:00,43865,43864.8,40465.68265682657,24.041974111447598
VKR-136316,10951,2024-02-23 00:00:00,11871,11871.3214,10951.403505535056,4.8041011169151
VKR-136317,5333,2024-02-23 00:00:00,5781,5780.9192,5332.951291512915,2.8382453931062
VKR-136318,33094,2024-02-26 00:00:00,35874,35873.6338,33093.75811808118,9.878620397053101
VKR-136319,15454,2024-02-26 00:00:00,16752,16751.8366,15453.723800738006,7.7625258084528
VKR-136320,2298,2024-02-26 00:00:00,2492,2491.5495,2298.4773985239854,0.7681314630528
VKR-136321,0,2024-02-26 00:00:00,0,0.3529,0.3255535055350553,0.00045359237000000004
VKR-136322,2536,2024-02-26 00:00:00,2749,2749.12,2536.088560885609,1.1034450866516
VKR-136323,34087,2024-02-26 00:00:00,36951,36950.8373,34087.488284132836,14.3790096707873
VKR-136324,27266,2024-02-26 00:00:00,29556,29555.8774,27265.569557195573,12.6003152306878
VKR-136325,2508,2024-02-26 00:00:00,2719,2718.8848,2508.1963099630993,0.779997439452
VKR-136326,21821,2024-02-27 00:00:00,23654,23654.298,21821.30811808118,9.9623444767077
VKR-136327,5984,2024-02-27 00:00:00,6487,6486.8632,5984.191143911438,2.2271793600132996
VKR-136328,5253,2024-02-27 00:00:00,5694,5693.7114,5252.501291512915,0.00045359237000000004
VKR-136329,2613,2024-02-27 00:00:00,2833,2832.9805,2613.4506457564576,1.4882456378174
VKR-136330,5905,2024-02-28 00:00:00,6401,6400.5747,5904.5892066420665,2.1955367562821
VKR-136331,4215,2024-02-29 00:00:00,4570,4569.5543,4215.455996309963,0.0725747792
VKR-136332,1600,2024-02-27 00:00:00,1734,1734.4004,1600.00036900369,0.00045359237000000004
VKR-136333,11608,2024-02-29 00:00:00,12583,12582.8041,11607.752859778597,4.6169489050531
VKR-136334,12147,2024-02-29 00:00:00,13167,13167,12146.678966789666,7.3840846223144
VKR-136335,12147,2024-02-29 00:00:00,13167,13167,12146.678966789666,7.346105333174299
VKR-136336,12147,2024-02-29 00:00:00,13167,13167,12146.678966789666,7.340099770195501
VKR-136337,12147,2024-02-29 00:00:00,13167,13167,12146.678966789666,7.0690874009679
VKR-136338,12147,2024-02-29 00:00:00,13167,13167,12146.678966789666,7.2560491040345
VKR-136339,12147,2024-02-29 00:00:00,13167,13167,12146.678966789666,7.405031517961
VKR-136340,45145,2024-02-29 00:00:00,48938,48937.65,45145.43357933579,23.1660010624273
VKR-136341,42766,2024-02-29 00:00:00,46358,46358.3282,42765.98542435424,13.4489049083312
VKR-136342,2,2024-02-28 00:00:00,2,2.2764,2.1,0.00045359237000000004
VKR-136343,614,2024-02-28 00:00:00,665,665.3594,613.800184501845,0.2309964503462
VKR-136344,4581,2024-03-01 00:00:00,4961,4961.429,4581.190212373038,1.5377144216896
VKR-136345,5017,2024-03-01 00:00:00,5434,5433.6425,5017.213758079409,1.5028785276736
VKR-136346,4369,2024-03-01 00:00:00,4731,4731.335,4368.730378578024,2.177243376
VKR-136347,12158,2024-03-01 00:00:00,13167,13167,12157.894736842105,7.411059760558301
VKR-136348,12158,2024-03-01 00:00:00,13167,13167,12157.894736842105,7.2211134196971
VKR-136349,14610,2024-03-01 00:00:00,15822,15822.3057,14609.700554016621,5.682500885114901
VKR-136350,11049,2024-03-01 00:00:00,11966,11966.282200000001,11049.198707294554,5.318207244996801
VKR-136351,12158,2024-03-01 00:00:00,13167,13167,12157.894736842105,7.199109653828399
VKR-136352,12158,2024-03-01 00:00:00,13167,13167,12157.894736842105,7.3411112811806
VKR-136353,12158,2024-03-01 00:00:00,13167,13167,12157.894736842105,7.4190883455073005
VKR-136354,33518,2024-03-01 00:00:00,36299,36299.4538,33517.50120036935,13.548940169611
VKR-136355,5030,2024-03-01 00:00:00,5447,5447.2736,5029.800184672207,1.3611218402012
VKR-136356,51680,2024-03-04 00:00:00,55969,55969.4421,51680.00193905817,13.166883852283702
VKR-136357,50446,2024-03-04 00:00:00,54633,54632.7655,50445.76685133888,24.2405568510336
VKR-136358,31529,2024-03-04 00:00:00,34145,34145.4784,31528.604247460757,15.154348716599399
VKR-136359,500,2024-03-01 00:00:00,542,541.5,500,0.00045359237000000004
VKR-136360,0,2024-02-20 00:00:00,0,0,0,0
VKR-136362,35389,2024-03-06 00:00:00,38326,38326.0881,35388.8163434903,16.4590119145067
VKR-136363,19543,2024-03-06 00:00:00,21165,21164.6366,19542.60073868883,5.9887528455678005
VKR-136365,6300,2024-03-06 00:00:00,6823,6822.9003,6300.000277008311,2.9862480475135005
VKR-136366,34944,2024-03-06 00:00:00,37844,37844.3534,34944.00129270545,19.604443668348
VKR-136367,47471,2024-03-06 00:00:00,51411,51410.553400000004,47470.50175438597,23.0621646970869
VKR-136368,122715,2024-03-06 00:00:00,132901,132900.831,122715.44875346261,65.4997497389851
VKR-136369,13266,2024-03-06 00:00:00,14367,14367.3861,13266.284487534625,6.415206784070699
VKR-136370,40320,2024-03-07 00:00:00,43667,43666.5616,40320.00147737766,21.686967885644602
VKR-136371,44113,2024-03-07 00:00:00,47774,47773.9476,44112.60166204986,23.764987930707104
VKR-136372,44113,2024-03-07 00:00:00,47774,47773.9476,44112.60166204986,23.774985106541898
VKR-136373,711,2024-03-07 00:00:00,770,769.6002,710.6188365650969,0.5601321458656
VKR-136374,12158,2024-03-07 00:00:00,13167,13167,12157.894736842105,7.4761049064163005
VKR-136375,12158,2024-03-07 00:00:00,13167,13167,12157.894736842105,7.329109227070401
VKR-136376,12158,2024-03-07 00:00:00,13167,13167,12157.894736842105,7.315129510227001
VKR-136377,1,2024-03-07 00:00:00,1,0.7835,0.7234533702677747,0.00045359237000000004
VKR-136378,12158,2024-03-07 00:00:00,13167,13167,12157.894736842105,7.319121123083001
VKR-136379,12158,2024-03-07 00:00:00,13167,13167,12157.894736842105,7.250107043987501
VKR-136380,12158,2024-03-07 00:00:00,13167,13167,12157.894736842105,7.067077986768799
VKR-136381,12158,2024-03-07 00:00:00,13167,13167,12157.894736842105,7.0080610835081
VKR-136382,12158,2024-03-07 00:00:00,13167,13167,12157.894736842105,7.0270393882689
VKR-136383,3874,2024-03-01 00:00:00,4195,4195.2649,3873.7441366574335,0.8869000892136001
VKR-136384,0,2024-03-01 00:00:00,0,0.1549,0.1430286241920591,0.00045359237000000004
VKR-136385,19,2024-03-06 00:00:00,21,20.577,19.000000000000004,0.00045359237000000004
VKR-136386,49226,2024-03-07 00:00:00,53312,53311.8683,49226.10184672207,16.1130796935262
VKR-136387,19121,2024-03-07 00:00:00,20708,20707.5023,19120.50073868883,6.3195169376955
VKR-136388,12158,2024-03-07 00:00:00,13167,13167,12157.894736842105,7.045015253892
VKR-136389,12158,2024-03-07 00:00:00,13167,13167,12157.894736842105,7.2740521851998
VKR-136390,27878,2024-03-11 00:00:00,30191,30191.3336,27877.50101569714,11.2241749471159
VKR-136391,17270,2024-03-11 00:00:00,18703,18703.2753,17269.8756232687,7.0686202008268
VKR-136392,9899,2024-03-11 00:00:00,10721,10720.9473,9899.304986149584,4.843096452964001
VKR-136393,18121,2024-03-08 00:00:00,19625,19624.8041,18120.77940904894,8.204016334021201
VKR-136394,3955,2024-03-11 00:00:00,4283,4283.3193,3955.0501385041553,1.7381206026029998
VKR-136395,0,2024-03-11 00:00:00,0,0,0,0.00045359237000000004
VKR-136396,50969,2024-03-07 00:00:00,55199,55198.9082,50968.52096029548,24.227547821861997
VKR-136397,25484,2024-03-08 00:00:00,27599,27599.4541,25484.26048014774,12.1232766710825
VKR-136398,54236,2024-03-07 00:00:00,58737,58737.2997,54235.73379501385,24.2419584514569
VKR-136399,6730,2024-03-07 00:00:00,7289,7289.0866,6730.458541089566,3.0000690070274
VKR-136400,27878,2024-03-12 00:00:00,30191,30191.3336,27877.50101569714,11.2364128692585
VKR-136401,218,2024-03-12 00:00:00,236,236.094,218,0.0181436948
VKR-136402,2727,2024-03-11 00:00:00,2953,2953.3411,2727.0000923361035,5.8130039458875995
