value
69493
69502
69514
69723
74889
74909
74915
74918
74924
74927
74931
74939
72172
72189
77761
78144
78628
78652
78655
78658
78661
78662
78664
78667
78669
78713
78727
78730
78733
78737
78739
74405
74420
74424
74426
74427
74429
74523
74526
74532
74535
74538
74541
74542
74544
74545
74547
74549
74564
74572
74575
74579
74582
74585
74586
74589
74592
74594
74595
74597
74599
74654
16356
18199
78048
78050
78052
78054
78056
78073
78078
78079
78083
78086
78087
78089
78098
78112
78120
78126
78136
78141
78147
78166
78176
78183
78199
78609
55411
72488
72501
72505
72510
72511
72514
72517
72519
79801
88342
88348
88356
88512
88518
88605
88630
88639
7207
72070
72072
72074
72076
72108
72116
72119
72127
72131
72135
72138
72144
72145
72147
72149
72181
72810
78187
78194
78532
78549
78554
78564
78567
78570
78573
78576
78579
78580
78582
78586
78588
78601
78604
78606
78647
78665
88637
79664
79682
79713
79725
79730
79733
79736
79737
79761
79771
79774
79777
79780
79787
79790
79793
79798
79804
79805
79807
79809
79837
79848
79862
79865
79872
72336
72348
72351
72355
72359
72362
72364
72378
72379
72393
72401
72406
72414
72417
72458
72459
72461
72469
72474
72475
72479
72497
76530
76532
76534
79098
79100
79102
79104
79106
79108
79110
79111
79112
79114
79115
79117
6912
69066
69115
69117
69118
69120
69121
69123
69124
69126
69155
74042
74072
74074
74076
74078
74080
74081
93769
70329
76131
76133
76135
76137
76139
76149
76185
76187
76189
76199
76227
76228
76229
68159
68161
68163
68165
68167
68169
68199
68219
68229
68239
68259
68305
68307
68309
69169
75172
75173
75175
75177
75179
75180
75181
70173
70174
70176
70178
70180
70182
70184
70186
70188
70190
70191
70192
70193
70195
70197
70199
70327
70372
70374
70376
70378
70435
70437
70439
70469
70496
70499
70563
70565
70567
70569
70572
70587
70597
70599
70619
70649
80975
89073
89075
89077
89079
89081
92224
91522
63739
63741
63743
86150
86152
86153
86154
86156
86157
86159
86161
86163
86165
86167
86168
86169
86179
86199
86565
96047
96049
96050
96052
85448
95444
95445
95447
95448
96450
91052
91054
91056
91058
91207
91502
90762
90763
90765
90766
90768
95028
95030
95032
85041
85045
85049
85051
85053
85055
85057
87600
87435
87437
87439
84028
84030
84032
84034
84036
84302
84401
87700
80241
80245
80249
80331
80333
80335
80336
80337
80339
80469
80538
80539
80585
80634
80636
80637
80638
80639
80649
80669
80686
80687
80689
80788
80796
80797
80798
80799
80801
80802
80803
80804
80805
80806
80807
80809
80933
80935
80937
80939
80992
80993
80995
80997
80999
81241
81243
81245
81247
81249
81369
81371
81373
81375
81377
81379
81454
81457
81475
81476
81477
81479
81539
81541
81543
81545
81547
81549
81637
81639
81667
81669
81671
81673
81675
81677
81679
81735
81737
81739
81825
81827
81829
81925
81927
81929
83179
85356
49491
90402
90403
90408
90409
90411
90419
90425
90427
90429
90431
90433
90439
90441
90443
90449
90451
90453
90455
90459
90461
90469
90471
90473
90475
90478
90480
90482
90489
90491
94032
94034
94036
93047
93049
93051
93053
93055
93057
93059
93083
93093
83022
83024
83026
91126
97421
97422
97424
93415
94315
92637
97070
97072
97074
97076
97078
97080
97082
97084
97087
86316
86415
86424
86438
86447
86453
86504
86508
86510
86551
86554
86556
86576
86674
84489
84490
84491
84503
84508
84513
84518
84524
84533
84543
84547
84556
84558
84561
84567
84568
84571
84579
91459
1824
61462
91249
91275
92237
92242
92245
92249
92253
92256
92259
92260
92262
92263
92265
92266
92268
92272
92275
92277
92278
92280
92281
92284
92286
92287
92289
92788
90599
91541
91550
91555
91560
91564
91567
91572
91575
91578
91580
91583
91586
91587
91589
91595
91596
91598
91601
91604
91607
91608
91610
91611
91616
91620
91622
91623
91625
91626
91628
91629
91632
91635
91637
91639
91717
91722
91725
91731
91732
91734
91737
91740
91744
91746
91749
63755
63762
63768
63773
63776
63791
63796
63801
63808
63811
63814
63825
63826
63827
63829
63846
63856
63857
63860
63864
63869
63872
63877
63879
84091
86343
86356
86368
86391
86399
86405
86420
86441
86450
86462
86465
86485
86507
86517
86672
86678
86695
86707
86830
86836
86850
86853
86863
89399
97688
97702
97705
97708
97711
97714
97720
97723
97725
97727
97729
97762
97769
97772
97786
97789
97792
97795
97797
82057
82335
82431
82432
82444
82515
82538
82541
82544
82547
82549
83623
83646
83661
83670
83671
83673
83674
83676
83677
83679
9505
91332
96103
96110
96114
96120
96123
96129
96132
96135
96138
96148
96149
96157
96167
96170
96173
96179
96185
96194
96199
91257
91278
91287
91344
91347
95460
95463
95469
95473
95482
95485
95488
95490
95491
95493
95496
95497
95500
95517
95686
95694
96142
83317
83364
83395
83404
83410
83416
83435
83451
83454
83457
83458
83471
83483
83486
92444
93167
93413
93426
93437
93444
93449
93455
93458
93462
93468
93470
93473
93474
93476
93479
93486
93492
93495
96145
96237
96242
96253
96269
96271
96465
96472
96476
96479
96482
96486
96487
96489
85221
85229
85232
85235
85238
85241
85244
85250
85254
85256
85258
85259
85757
85778
86567
82347
94447
94469
94486
94491
94505
94508
94526
94527
94530
94533
94550
94551
94554
94560
94562
94571
94577
86637
86647
86657
89407
89415
89420
89426
89428
89429
89431
89434
89437
89441
80413
84130
84152
84160
84164
84180
84183
84310
94405
94419
94428
94431
94437
94522
73469
86609
86641
86650
86653
86655
86660
86663
86687
86690
86692
86698
86720
86732
86733
86735
86736
86742
86753
86754
86756
86757
86759
83553
85560
85561
85567
85570
85586
85591
85598
85599
85604
85614
85617
85622
85625
85643
85646
85652
85658
85661
85665
85667
82101
85072
85080
85089
85092
85095
85098
85101
85104
85110
85111
85117
85120
85125
85128
85131
85132
85134
85135
85137
85139
85873
91795
91809
92339
93336
93349
84405
84416
84427
84432
85425
85435
85445
85446
85447
85452
85456
85459
85464
85467
85659
85669
90542
90562
90619
91074
91080
91083
91085
91088
91091
91093
91097
91315
91325
91334
91341
91487
91704
96163
96172
96193
91077
91090
91094
91286
91301
91320
91322
91327
91330
91336
91338
91346
91349
91352
91353
91355
91356
91358
91359
91362
91364
91365
91367
91369
8539
84072
84104
85307
85354
85368
85375
85376
85386
85391
85395
85399
85402
85405
85406
85410
85411
85414
85416
85417
85419
85777
94065
94078
94089
94118
94133
94143
94145
94157
94158
94257
94481
94513
94518
94545
94548
94566
94568
94579
8214
52256
82110
82140
82178
82194
82216
82223
82239
82256
82272
82281
82284
82288
82290
82291
82296
82299
82556
90513
90522
90547
90556
90574
90579
90587
90613
90614
90617
91452
91489
82418
82433
82435
82438
82441
82442
82445
82449
82467
82481
82487
82488
82490
82491
82493
82494
82496
82497
82499
92494
86381
86470
86489
86513
86514
89311
89312
89331
89335
89340
89343
89352
89355
89359
89362
89365
96106
96166
96188
96190
97437
97461
97475
97478
97491
97494
97496
97500
97503
97514
97522
97539
95111
95119
95126
95131
95138
95152
95176
95179
95180
95189
95192
95194
95197
95213
95233
95236
95237
84048
84085
84089
84097
93077
93309
93326
93333
93339
93342
93343
93345
93346
93348
93351
93352
93354
93356
93358
93359
96160
97318
97320
97332
97334
97337
97340
97342
97346
97348
97350
97353
97355
97357
97359
96268
96317
96328
96332
96337
96342
96346
96349
96352
96355
96358
96361
96364
95326
95339
95346
95349
95352
95355
95502
95503
95504
95505
95506
95507
95509
95512
96197
82269
86857
86859
86899
86911
86916
86919
86920
86922
86925
86926
86928
86929
86934
86937
86938
86940
86944
86947
86949
86974
81550
84051
84056
84061
84076
84079
84088
84092
84095
84098
84100
84101
84109
84137
84144
84149
84155
84166
84169
84172
84174
84184
96215
96224
96231
96247
96250
96264
96272
88131
88138
88142
88145
88149
88161
88167
88171
88175
88178
97225
97267
97282
97289
97450
97553
97737
97753
97775
97816
97828
97833
97836
97839
97842
97855
97859
97892
83607
83624
83626
83627
83629
83666
83684
83700
83703
83707
83708
83714
83727
83730
83734
83735
83737
63785
63820
63834
63843
63849
63853
63868
63893
63897
63906
63916
63920
63924
63925
63927
63928
63930
63939
97901
83527
83555
83562
83567
84419
84428
84431
84437
84453
84478
84494
84539
84544
84546
84559
84564
84573
34123
82008
82024
82031
82041
82049
82054
82061
82064
82065
82069
82152
82166
85365
85521
85540
85551
85579
85609
85630
85635
85640
85649
85653
85662
85716
85737
85738
85739
85740
85741
85742
85748
85764
85774
86529
86561
86579
86633
86643
86668
86669
86673
86697
90602
92283
92318
92319
92331
92334
92342
92345
92348
92353
92355
92358
92360
92363
92364
92366
92367
92369
90616
91413
91438
91443
91448
91460
91462
91463
91466
91468
91469
91471
91472
91474
91477
91481
91484
91486
91593
91605
91613
91619
96152
97215
92648
92655
92660
92665
92670
92676
92685
92690
92693
92697
92702
92706
92708
92709
92711
92723
92724
92726
92727
89231
89233
89250
89257
89264
89269
89275
89278
89281
89284
89290
89291
89297
90518
90537
90552
90559
90571
90592
90607
90610
91217
91220
91224
91227
91230
91233
91235
91236
91238
91239
91242
91244
91245
91247
91284
87448
87452
87463
87466
87471
87474
87477
87478
87480
87487
87488
87490
87497
87499
87509
87527
87534
87538
87541
87544
87545
87547
87549
87561
86807
86860
86869
86983
87459
87484
87494
87616
87629
87634
87637
87640
87642
87645
87647
87648
87651
87660
87665
87666
87669
87672
87674
87675
94051
94060
94072
94081
94086
94094
94099
94104
94107
94110
94113
94116
94121
94124
94127
94130
94136
94139
94148
94149
94152
94154
94161
94167
94474
94496
94501
94529
94535
94538
94542
94575
85077
85084
85088
85107
85126
85230
85276
85283
85290
85293
85296
85298
85301
85302
85304
93471
94209
94227
94234
94239
94244
94249
94252
94253
94255
94256
94258
94259
94261
94262
94264
94265
94267
84069
93073
93080
93086
93087
93089
93092
93095
93096
93098
93102
93104
93105
93107
93109
93128
93138
93152
93155
93161
93164
93170
93173
93176
93179
93180
93183
93186
93188
93197
97528
97616
97618
97631
97633
97638
97645
97647
97650
97653
97656
97657
8308
83043
83052
83059
83064
83071
83075
83080
83083
83088
83093
83098
83101
83104
83109
83112
83115
83123
83125
83126
83131
83135
83137
83139
83209
83229
83233
83253
83254
83257
83512
83533
83539
83543
83544
83549
83620
86088
90530
90584
90596
91154
91161
91166
91171
91174
91177
91180
91183
91186
91187
91189
91777
97766
84140
84307
84326
84332
84333
84335
84337
84347
84359
84364
84371
84375
84381
94137
94424
92269
92421
92431
92436
92439
92442
92449
92507
92521
92526
92533
92536
92539
92546
92548
92552
93133
93142
93149
93158
97440
97447
97453
97456
97464
97469
97488
97490
97493
97497
97502
97505
97506
97508
97509
97511
97513
97516
97520
97523
97525
97526
97535
97537
82131
82205
82211
82229
82234
82237
82266
82319
82327
82340
82343
82346
82366
84066
84082
84772
94327
94330
94333
94336
94339
94342
94344
94347
94351
94353
94354
94356
94357
94360
94362
94363
94369
94371
94374
94379
94559
5643
92681
92703
92717
95478
95508
95643
95652
95666
95671
95676
95685
95688
95698
83119
83224
83236
83242
83246
83250
83259
83278
83301
83308
83313
83324
83329
83334
83339
83342
83346
83352
83355
83358
83365
83370
83373
83413
83417
84529
71726
86825
86833
86842
86871
86942
87719
87724
87727
87730
87737
87740
87746
87748
87751
87752
87755
87757
87758
87760
87763
87766
87767
87772
87776
87781
87784
87787
87789
82362
82377
82380
82383
82386
82387
82390
82393
82395
82396
82398
82402
82404
82405
82407
82936
86956
86971
86972
86975
86980
86989
91710
91719
91735
91757
91781
91785
91788
91799
91802
91807
84234
95100
95158
95163
95168
95173
95186
95195
95199
95615
95632
95659
95680
95691
95706
95707
95709
97199
97204
97209
97218
97222
97228
97230
97232
97234
97236
97241
97246
97247
97250
97253
97255
97261
97262
97265
97268
97270
97273
97274
97276
97277
97285
97286
97288
97291
97294
97297
97299
97323
1011
1036
1062
1335
1359
10115
10117
10119
10177
10178
10179
10243
10245
10247
10249
10315
10317
10318
10319
10365
10367
10369
10405
10407
10409
10435
10437
10439
10551
10553
10555
10557
10559
10585
10587
10589
10623
10625
10627
10629
10707
10709
10711
10713
10715
10717
10719
10777
10779
10781
10783
10785
10787
10789
10823
10825
10827
10829
10936
10961
10963
10965
10967
10969
10997
10999
12043
12045
12047
12049
12051
12053
12055
12057
12059
12099
12101
12103
12105
12107
12109
12137
12154
12157
12159
12161
12163
12165
12167
12169
12203
12205
12207
12209
12247
12249
12277
12279
12305
12307
12347
12349
12351
12353
12355
12357
12359
12435
12437
12439
12459
12487
12489
12524
12526
12527
12555
12557
12559
12587
12589
12619
12621
12623
12627
12629
12679
12681
12683
12685
12687
12689
13051
13053
13054
13055
13057
13059
13086
13088
13089
13125
13127
13129
13156
13158
13159
13187
13189
13347
13349
13351
13353
13355
13357
13359
13403
13405
13407
13409
13435
13437
13439
13465
13467
13469
13501
13507
13509
13539
13581
13583
13585
13587
13589
13591
13593
13595
13597
13599
13627
13629
14050
14052
14055
14057
14059
14089
14109
14129
14163
14165
14167
14169
14192
14193
14195
14197
14199
14597
14641
42329
47166
14770
14772
14774
14776
14778
3042
3044
3046
3050
3051
15230
15232
15234
15236
14467
14469
14471
14473
14476
14478
14480
14482
16225
16227
16230
16244
16247
16248
16255
16321
16341
16348
16359
12529
15701
15711
15713
15738
15741
15745
15754
15755
15907
15910
15913
15926
3238
3249
3253
4895
4910
4916
4924
4932
4938
14612
14621
14624
14642
14656
14669
14712
14727
14729
15320
15324
15326
15344
15345
15366
15370
15374
15377
15378
15562
16259
16269
16504
16515
16540
16547
16548
16552
16556
16559
16567
16659
16727
16761
16766
16775
16792
1944
1945
1968
1979
1983
1987
1994
1998
3103
3205
3222
3226
15299
15517
15518
15526
15528
15537
15566
15569
15848
15859
15864
15890
16816
16818
16827
16831
16833
16835
16845
16866
16868
16909
14513
14532
14542
14547
14548
14552
14554
14558
14789
14793
14797
14806
14822
14823
14827
14929
16928
16945
19322
19336
19348
3058
3096
3099
3130
3149
3159
3172
3185
14913
14943
14959
14974
14979
15749
15806
15827
15831
15834
15837
16278
16303
16307
17268
17279
17291
17326
17337
28195
28197
28199
28201
28203
28205
28207
28209
28211
28213
28215
28217
28219
28237
28239
28250
28259
28277
28279
28307
28309
28325
28327
28329
28355
28357
28359
28717
28719
28755
28757
28759
28777
28779
27568
27570
27572
27574
27576
27578
27580
27588
20095
20097
20099
20144
20146
20148
20149
20249
20251
20253
20255
20257
20259
20299
20354
20355
20357
20359
20453
20457
20458
20459
20535
20537
20539
20564
21029
21031
21033
21035
21037
21073
21075
21077
21079
21107
21109
21129
21147
21149
21465
22037
22041
22043
22045
22047
22049
22058
22081
22083
22085
22087
22089
22097
22099
22111
22113
22115
22117
22119
22143
22145
22147
22149
22159
22175
22177
22179
22222
22297
22299
22301
22303
22305
22307
22309
22335
22337
22338
22339
22357
22359
22391
22393
22395
22397
22399
22415
22417
22419
22435
22453
22455
22457
22459
22523
22525
22527
22529
22547
22549
22559
22587
22589
22594
22605
22607
22609
22761
22763
22765
22767
22769
22851
26121
64259
64279
64283
64285
64287
64289
64291
64293
64295
6032
55116
60306
60308
60310
60311
60313
60314
60316
60318
60320
60322
60323
60325
60326
60327
60329
60385
60386
60388
60389
60431
60433
60435
60437
60439
60486
60487
60488
60489
60528
60529
60549
60594
60596
60598
60599
65929
65931
65933
65934
65936
34117
34119
34121
34125
34127
34128
34131
34132
34134
63065
63067
63069
63075
55246
55252
65183
65185
65187
65189
65191
65193
65195
65197
65199
65201
65203
65205
65207
65232
64625
64646
64653
64658
64668
64673
64678
64683
64686
64689
68519
68623
68642
68647
68649
69239
69483
69488
69509
69517
69518
64319
64331
64342
64347
64354
64367
64372
64380
64390
64397
64401
64404
64405
64409
64665
64807
64823
64832
64839
64846
64853
64859
36037
36039
36041
36043
36088
36093
36100
36103
36115
36119
36124
36129
36132
36137
36142
36145
36148
36151
36154
36157
36160
36163
36169
36364
35305
35321
35390
35392
35394
35396
35398
35410
35415
35418
35423
35428
35435
35440
35444
35447
35452
35457
35463
64521
64546
64560
64569
64572
64579
64584
64589
65428
65451
65462
65468
65474
65479
36166
36179
36199
36208
36217
36251
36266
36272
36275
36282
36284
36286
36287
36289
61250
61267
61273
61276
61279
61348
61350
61352
61381
61389
61440
61449
61476
61479
34225
34233
34246
34253
34255
34260
34266
34270
34277
34289
34292
34308
34311
34317
34359
34369
34376
34379
34385
34388
34399
34466
34479
29682
35576
35578
35582
35606
35614
35619
35625
35630
35633
35647
35649
35683
35688
35708
35713
35745
35753
35756
35764
35767
35781
35789
35794
35799
65520
65549
65550
65551
65552
65553
65555
65556
65589
65594
65597
65599
65604
65606
65614
65618
65620
6346
8261
36281
36381
36391
36396
36450
61130
61137
61138
63450
63452
63454
63456
63457
63477
63486
63505
63517
63526
63538
63543
63546
63549
63571
63579
63584
63589
63594
63599
63607
63619
63628
63636
63637
63639
65239
65439
65719
65760
65779
65795
65812
65817
65824
65830
65835
65843
35037
35039
35041
35043
35075
35080
35083
35085
35091
35094
35096
35102
35112
35117
35216
35232
35236
35239
35260
35274
35279
35282
35287
35288
64385
64395
64407
64711
64720
64732
64737
64739
64743
64747
64750
64753
64756
64757
64760
63110
63128
63150
63165
63179
63225
63263
63303
63322
63329
63500
63512
63533
65110
65307
65321
65326
65329
65343
65344
65347
65366
65375
65385
65388
65391
65396
65399
65510
65527
65529
34212
34281
34286
34295
34302
34305
34323
34327
34560
34576
34590
34593
34596
34613
34621
34626
34630
34632
34637
34639
36280
35315
35325
35327
35329
36110
36304
36318
36320
36323
36325
36326
36329
36341
36355
36358
36367
36369
36399
63679
34454
34471
34474
34477
34497
34508
34513
34516
34519
34537
34549
35066
35088
35099
35108
35110
35114
35116
59969
34298
36205
37213
37235
37242
37247
37269
37281
37293
35510
35516
35519
61118
61169
61184
61191
61194
61197
61200
61203
61206
61209
61231
61239
63654
63667
63674
63683
63688
63691
63694
63695
63697
63699
18055
18057
18059
18069
18106
18107
18109
18119
18146
18147
19053
19055
19057
19059
19061
19063
17209
19065
19067
19086
19089
19230
19243
19246
19249
19258
19260
19288
19289
19290
19294
19300
19303
19306
19370
19386
19395
19399
19406
19412
17033
17034
17036
17087
17091
17094
17098
17109
17111
17139
17153
17192
17207
17213
17214
17235
17248
17252
17255
17258
17348
19069
19071
19205
19209
19217
19417
23923
23936
23942
23946
23966
23968
23970
23972
23974
23992
23996
23999
17166
17168
17179
18181
18182
18184
18190
18195
18196
18209
18211
18225
18230
18233
18236
18237
18239
18246
18258
18273
18276
18279
18292
18299
17121
17129
17309
17335
17358
17373
17375
17389
17390
17391
17392
17398
17406
17419
17424
17429
17438
17449
17454
17459
17489
17491
17492
17493
17506
23976
18311
18317
18320
18334
18337
18347
18356
18374
18375
18435
18437
18439
18442
18507
18510
18516
18519
18528
18546
18551
18556
18569
18573
18586
18609
38100
38102
38104
38106
38108
38110
38112
38114
38116
38118
38120
38122
38124
38126
27749
27751
27753
27755
26721
26723
26725
26122
26123
26125
26127
26129
26131
26133
26135
49074
49075
49076
49078
49080
49082
49084
49086
49088
49090
49393
38201
38226
38228
38229
38239
38259
26382
26384
26386
26388
26389
38440
38442
38444
38445
38446
38448
23188
26160
26180
26188
26215
26655
26689
26506
26524
26529
26532
26548
26603
26605
26607
26624
26629
26632
26639
26736
26759
27624
2922
29221
29223
29225
29227
29229
29303
29308
29313
29320
29323
29328
29331
29336
29339
29342
29348
29352
29358
29364
26169
26219
26676
26683
29624
49622
49624
49632
49636
49661
49667
49681
49685
49688
49692
49699
49969
21745
21762
21769
21775
21781
27472
27474
27476
27478
27607
27612
27616
27619
27628
27639
18857
21335
27211
27232
27239
27246
27248
27257
27305
27327
27330
28816
28844
28857
29439
48448
49356
49406
49419
49448
49453
49457
49459
26817
26871
26892
26897
26899
26901
26906
48480
48488
48499
49716
49733
49740
49744
49751
49757
49767
49770
49774
49779
49808
49809
49811
49832
49838
49844
26316
26340
26345
26419
26434
26441
26452
29367
29378
29386
29392
38179
38465
38468
38471
38477
38479
38518
38527
38533
38536
38543
38547
38550
38554
37444
38340
38640
38642
38644
38667
38678
38685
38690
38700
38704
38707
38709
38723
38729
34346
34355
37037
37073
37075
37077
37079
37081
37083
37085
37115
37120
37124
37127
37133
37136
37139
37412
37431
37434
37441
37445
37520
37539
48455
48465
48527
48529
48531
49824
49828
49835
49843
49846
49847
49849
31020
31785
31787
31789
31812
31840
31848
31855
31860
31863
21217
21218
21220
21224
21244
21255
21258
21266
21271
21272
21274
21279
21376
21423
21435
21441
21629
27336
29614
29633
29640
29643
29646
29649
29663
29664
29683
29690
29693
38154
38165
38350
38364
38368
38384
38458
38461
31008
31028
31036
31061
31079
31084
31089
31134
31135
31137
31139
31141
31157
31162
31167
31171
31174
31177
31180
31185
31188
31191
31195
31199
37154
16798
31073
31868
37603
37619
37620
37627
37632
37639
37671
37691
37697
26670
26757
26789
26802
26810
26826
26831
26835
26842
26844
29451
29456
29468
29471
29472
29473
29476
29479
29490
21336
21337
21339
21354
21357
21365
21368
21379
21385
21388
21391
21394
21397
21406
21409
21522
39179
39240
66780
27318
27324
27333
31547
31582
31592
31595
31600
31603
31608
31623
31628
31634
37170
37176
37181
37186
37191
37194
37574
37581
37586
37589
26197
26203
26209
27243
27777
27793
27798
27801
49124
49134
49143
49152
49163
49170
49176
49179
49186
49191
49196
49201
49205
49214
49219
49324
49326
49328
49565
49577
49584
49586
49593
49594
49597
49599
49610
49626
49635
49637
27711
27721
27726
27729
28790
28865
28879
31224
31226
31228
31234
31241
31246
31249
38159
38176
38268
30159
30161
30163
30165
30167
30169
30171
30173
30175
30177
30179
30419
30439
30445
30449
30451
30453
30455
30457
30459
30519
30521
30539
30559
30625
30627
30629
30655
30657
30659
30823
30826
30827
30851
30853
30855
30880
30890
30900
30916
30926
30938
30952
30966
30974
30982
30989
31275
31303
31311
31319
31515
31535
31832
36059
27356
27367
27374
27383
27386
27404
27412
27419
27432
27442
27446
27466
31542
31552
31553
31556
31558
31559
31655
31675
31683
31688
31691
31698
31707
31711
31712
31719
31737
31749
31867
21614
21635
21640
21641
21643
21680
21682
21683
21684
21698
21702
21706
21709
21714
21717
21720
21723
21726
21737
21739
29525
29549
29553
29556
29559
29562
29574
29575
29578
29401
49377
49401
49413
49424
49429
49434
49439
49451
49456
27283
27299
27308
27313
27321
28832
28870
28876
26349
26919
26931
26937
26939
26954
26969
27804
27809
26409
26427
26556
29410
38162
38170
38173
38271
38272
38274
38300
38302
38304
38312
38315
38321
34582
46325
46342
46348
46354
46359
46395
46397
46399
46414
46419
48599
48619
48624
48642
48683
48691
48703
48712
48734
48739
48249
48301
48308
48329
48653
48720
48727
59348
59387
59394
59399
52349
52351
52352
52353
52355
52372
52374
52379
52382
52385
52388
52391
52393
52396
52399
52428
52441
52445
52457
52459
52549
53299
45525
45527
45529
45549
45550
58256
58285
58300
58311
58313
58332
58333
58339
58445
58452
58453
58454
58455
58456
5391
53879
53881
53894
53895
53902
53904
53909
53919
53925
53937
53940
53945
53947
53949
33330
33332
33334
33335
33343
33378
33397
33415
33428
33442
33449
33758
33775
33790
33803
33824
33829
36433
41812
41836
41844
41849
52511
52525
52531
52538
32049
32051
32052
32053
32120
32130
32139
32257
32278
32289
32584
32602
34431
50127
57392
59755
59757
59759
59821
59823
59846
59872
