INVOICE_NO,vcurr Net Revenue,INVOICE_DATE,$ Net Revenue,$ Gross Revenue,vcurr Gross Revenue,Sum of TONS_QTY,$ Act Extended Cost,$ Std Extended Cost
VKR-134101,40151,5/8/2023 0:00,44085,44085.4458,40150.679234972675,22.50587901,48950.9262,43255.3257
VKR-134102,40,5/8/2023 0:00,44,43.92,40,0.018143695,310.58,310.5803
VKR-134103,13114,5/8/2023 0:00,14400,14813.334499999999,13491.19717668488,23.087819881534102,20658.084,20542.2514
VKR-134104,31957,5/8/2023 0:00,35089,35088.5042,31956.74335154827,14.18937177,29967.3019,31127.4106
VKR-134105,11673,5/8/2023 0:00,12817,12817.0749,11673.110109289617,4.287373225,9107.88,9335.8877
VKR-134106,11992,5/8/2023 0:00,13167,13167,11991.803278688523,7.223113762,15756.5884,16350.0984
VKR-134107,11992,5/8/2023 0:00,13167,13167,11991.803278688523,7.319093908,15669.1284,16350.0984
VKR-134108,40399,5/8/2023 0:00,44358,44357.8184,40398.74171,23.383893229204197,40570.9881,43501.8816
VKR-134110,13114,5/8/2023 0:00,14400,14813.334499999999,13491.19717668488,22.701821846511503,22439.284,20542.2514
VKR-134111,13114,5/8/2023 0:00,14400,14813.334499999999,13491.19717668488,22.71283961,20563.384,20542.2514
VKR-134116,36524,5/9/2023 0:00,40104,42005.9028,38256.742076502735,20.321849896663696,33558.1744,39325.419
VKR-134117,12847,5/9/2023 0:00,14107,14106.5521,12847.497358834244,23.51390641,16412.885,17876.538
VKR-134118,28318,5/10/2023 0:00,31093,31092.7294,28317.604189435337,15.14794853,32609.3996,33156.0864
VKR-134119,39000,5/8/2023 0:00,42822,42821.991200000004,38999.99198542805,15.29824182,38323.4696,43072.344
VKR-134120,47772,5/9/2023 0:00,52454,52453.6452,47771.990163934424,17.95187059,45429.276,47344.662
VKR-134121,20961,5/9/2023 0:00,23015,23015.222700000002,20961.040710382513,9.525544096,22082.8479,23763.9371
VKR-134122,56015,5/9/2023 0:00,61504,61504.3201,56014.863479052816,22.46284217,50558.0262,51024.5541
VKR-134123,16629,5/9/2023 0:00,18259,18259.0269,16629.350546448088,7.6365496,18956.4953,20615.8284
VKR-134124,16629,5/9/2023 0:00,18259,18259.0269,16629.350546448088,8.218531289861199,19240.3706,20615.8284
VKR-134125,24900,5/9/2023 0:00,27340,27339.9109,24899.736703096536,11.492547408750099,22847.289999999997,23176.035
VKR-134126,26806,5/10/2023 0:00,29433,29432.8787,26805.900455373405,11.436692044308302,25710.2894,23702.9652
VKR-134127,6850,5/9/2023 0:00,7522,7521.6828000000005,6850.348633879781,2.024106056,5058.7501,5945.1759
VKR-134128,10907,5/10/2023 0:00,11976,11975.8017,10906.923224043714,14.01418079,10702.903999999999,10625.7852
VKR-134129,11959,5/9/2023 0:00,13131,13131.1318,11959.136429872493,4.801497497,9956.6008,12328.5416
VKR-134130,37757,5/10/2023 0:00,41457,41456.9689,37756.80227686703,19.88843332,42996.4484,44208.1152
VKR-134131,37757,5/10/2023 0:00,41457,41456.9689,37756.80227686703,19.794439904369902,42782.8016,44208.1152
VKR-134132,34389,5/10/2023 0:00,37759,37758.7349,34388.64744990892,13.35903012,28265.497,28956.1595
VKR-134133,37757,5/10/2023 0:00,41457,41456.9689,37756.80227686703,19.79045736,42325.6956,44208.1152
VKR-134134,37757,5/10/2023 0:00,41457,41456.9689,37756.80227686703,19.89244307,42644.2396,44208.1152
VKR-134135,13114,5/10/2023 0:00,14400,14813.334499999999,13491.19717668488,22.83483327,20591.744,20542.2514
VKR-134136,53786,5/10/2023 0:00,59057,59057.2903,53786.23888888888,21.30065234,43207.8259,46709.7435
VKR-134137,41649,5/10/2023 0:00,45730,45730.345499999996,41648.76639344262,22.370363758057703,41140.3578,43220.2446
VKR-134138,20961,5/10/2023 0:00,23015,23015.222700000002,20961.040710382513,9.580578458,22401.598,23763.9371
VKR-134139,40540,5/10/2023 0:00,44513,44513.4598,40540.49162112932,21.57185521,39223.2317,41089.356
VKR-134140,25904,5/11/2023 0:00,28443,28442.9962,25904.368123861565,10.542883743299601,16863.2038,24720.5477
VKR-134141,10423,5/11/2023 0:00,11444,11443.9384,10422.530418943532,3.980109753,8415.41,8651.8118
VKR-134142,26510,5/11/2023 0:00,29108,29108.4132,26510.394535519124,16.58127774,31037.0147,32120.9469
VKR-134143,33168,5/11/2023 0:00,36418,36418.4514,33167.98852459016,14.136514653861601,33388.691000000006,37247.6516
VKR-134144,12480,5/11/2023 0:00,13703,13703.3666,12480.297449908923,6.032488222,11484.219,11590.0927
VKR-134145,42381,5/11/2023 0:00,46535,46534.575500000006,42381.216302367946,15.66622317,32888.8008,34247.157999999996
VKR-134146,102143,5/11/2023 0:00,112153,112152.6,102142.62295081967,55.38998774,117129.3498,118847.52
VKR-134149,11930,5/11/2023 0:00,13100,13099.5765,11930.397540983606,4.554493772,11264.7844,11413.0512
VKR-134152,47645,5/12/2023 0:00,52315,52314.556099999994,47645.31520947176,17.05774931,36038.7167,37359.1206
VKR-134153,576,5/12/2023 0:00,632,632.4479,575.9999089253187,0.057601695066299995,508.94,507.276
VKR-134154,140,5/12/2023 0:00,154,153.72,140,0.009598015,78.12,87.84
VKR-134155,41649,5/12/2023 0:00,45730,45730.345499999996,41648.76639344262,22.437522644359902,41853.1394,43220.2446
VKR-134156,24150,5/12/2023 0:00,26517,26516.6945,24149.99499089253,7.2355739444527005,20817.8323,24298.5204
VKR-134157,13368,5/12/2023 0:00,14678,14678.302199999998,13368.216939890708,4.578779107,11073.8,11524.3884
VKR-134158,20961,5/15/2023 0:00,23015,23015.2227,20961.04071038251,9.53054722,22160.7579,23763.9371
VKR-134159,47772,5/15/2023 0:00,52454,52453.6452,47771.990163934424,18.06484684,45938.834,47344.662
VKR-134160,2251,5/15/2023 0:00,2471,2471.4602,2250.874499089253,1.375001767,2438.62,2521.3045
VKR-134162,41937,5/15/2023 0:00,46046,46046.3224,41936.54134790527,18.21039102,44439.321500000005,47462.740900000004
VKR-134163,0,5/15/2023 0:00,0,0,0,0.125998889,-258.659,348.3954
VKR-134164,700,5/15/2023 0:00,769,768.5998,699.9998178506374,0.000453592,0,0
VKR-134165,14274,5/15/2023 0:00,15673,15673.0135,14274.147085610199,6.7457304722422995,17031.8108,17569.5372
VKR-134166,14274,5/15/2023 0:00,15673,15673.0135,14274.147085610199,6.751749643,17338.2517,17569.5372
VKR-134167,20961,5/15/2023 0:00,23015,23015.2227,20961.04071038251,9.56457572,22352.7579,23763.9371
VKR-134168,5996,5/15/2023 0:00,6583,6583.2635,5995.6862477231325,2.949829116,6627.68,7277.1926
VKR-134169,15283,5/15/2023 0:00,16780,16780.4561,15282.746903460837,5.3673721219810995,12352.9766,13732.5433
VKR-134170,1315,5/15/2023 0:00,1444,1444.1770999999999,1315.2796903460835,0.479950623,1094.4461999999999,1178.0002
VKR-134171,11676,5/15/2023 0:00,12821,12820.7943,11676.497540983606,3.400681788,9403.7406,10582.8644
VKR-134172,24181,5/16/2023 0:00,26551,26551.2815,24181.49499089253,10.612863974143199,19709.5443,18392.2137
VKR-134173,16264,5/16/2023 0:00,17858,17858.076100000002,16264.185883424409,7.164427981,25472.36,26250.0727
VKR-134174,18192,5/16/2023 0:00,19975,19974.8744,18192.05318761384,7.9624738610725005,14835.9408,15876.4212
VKR-134175,50522,5/16/2023 0:00,55473,55473.2132,50522.05209471766,21.48584956,45345.58,46679.4387
VKR-134176,38821,5/16/2023 0:00,42625,49113.5299,44729.99080145719,20.39487373,34503.5725,39325.419
VKR-134177,153214,5/16/2023 0:00,168229,168228.9,153213.93442622948,80.80340746,175759.3773,178271.28
VKR-134178,1959,5/16/2023 0:00,2151,2150.7345,1958.7745901639344,0.8125064046099001,2036.3361,2130.8886
VKR-134179,39690,5/16/2023 0:00,43580,43579.611,39689.99180327868,21.587857952799602,39561.4217,41089.356
VKR-134180,6744,5/16/2023 0:00,7405,7404.6634,6743.773588,3.4742363269306002,6626.4658,6885.0419
VKR-134181,2978,5/16/2023 0:00,3270,3270.2002,2978.324408014572,1.5421142676786002,3225.9336,3294.4172
VKR-134182,39987,5/16/2023 0:00,43905,43905.222799999996,39986.54171,16.99637372,41575.3189,46159.1514
VKR-134183,13813,5/17/2023 0:00,15166,15166.3963,13812.747085610199,5.9764786360355995,13681.045999999998,13668.7824
VKR-134184,76778,5/16/2023 0:00,84302,84302.4,76778.14207650271,48.079983825581394,82031.74,84335.9965
VKR-134185,15434,5/17/2023 0:00,16947,16946.7127,15434.164571948997,7.053474751592499,15996.06,17563.6739
VKR-134186,37328,5/17/2023 0:00,40986,40986.1809,37328.03360655737,16.33803883,39444.92,40782.0478
VKR-134187,1959,5/17/2023 0:00,2151,2150.7345,1958.7745901639344,0.7935054202306001,2007.2761,2130.8886
VKR-134188,1959,5/17/2023 0:00,2151,2150.7345,1958.7745901639344,0.8125064046099001,2035.5661,2130.8886
VKR-134189,41649,5/17/2023 0:00,45730,45730.345499999996,41648.76639344262,22.389360206513302,41715.6633,43220.2446
VKR-134190,39690,5/17/2023 0:00,43580,43579.611,39689.99180327868,21.5758559,39505.5817,41089.356
VKR-134191,39690,5/17/2023 0:00,43580,43579.611,39689.99180327868,21.57385556,38972.0617,41089.356
VKR-134192,30643,5/17/2023 0:00,33646,33645.78,30642.78689,15.92611345,36406.9658,35654.256
VKR-134193,31761,5/17/2023 0:00,34874,34873.892,31761.285974499086,21.2009618,38910.3569,41506.6289
VKR-134194,41649,5/17/2023 0:00,45730,45730.345499999996,41648.76639344262,22.389360206513302,41816.7178,43220.2446
VKR-134195,17167,5/17/2023 0:00,18850,18849.9111,17167.49644808743,7.544620034,14302.93,13178.7999
VKR-134196,43722,5/17/2023 0:00,48007,48006.7461,43721.99098360655,22.6656161,39757.0101,43510.446
VKR-134197,13774,5/18/2023 0:00,15124,15124.2323,13774.34635701275,6.314137332,13656.96,14704.1964
VKR-134198,3606,5/19/2023 0:00,3960,3959.5308,3606.1300546448083,1.544627169,3175.7799999999997,3177.3813999999998
VKR-134199,1634,5/19/2023 0:00,1794,1793.912,1633.7996357012748,0.726854557,1698.9472,1862.3178
VKR-134200,19535,5/19/2023 0:00,21449,21448.986,19534.59563,8.997925451461102,18089.39,18112.4323
VKR-134201,7578,5/19/2023 0:00,8321,8321.1594,7578.469398907104,3.492810934,7050.56,7050.5545
VKR-134202,7578,5/19/2023 0:00,8321,8321.1594,7578.469398907104,3.4837436230058003,7050.56,7050.5545
VKR-134203,42446,5/22/2023 0:00,46606,46605.9729,42446.241256830595,22.614863653258798,43162.0066,43510.446
VKR-134204,11882,5/19/2023 0:00,13046,13046.2137,11881.797540983605,4.197997384,9462.2235,10561.7498
VKR-134205,30615,5/19/2023 0:00,33615,33615.2631,30614.993715846987,12.310242910072798,30831.886,34587.351299999995
VKR-134206,46610,5/19/2023 0:00,51178,51177.7145,46609.940346083786,17.140543522279103,36555.319599999995,38035.488600000004
VKR-134207,42429,5/19/2023 0:00,46587,46587.279500000004,42429.21630236794,15.673027055770701,33581.356999999996,34796.7071
VKR-134208,34384,5/22/2023 0:00,37754,37754.0085,34384.342896174865,18.69560785,33074.2951,35610.7752
VKR-134209,47772,5/22/2023 0:00,52454,52453.6452,47771.990163934424,18.005852614680702,45799.894,47344.662
VKR-134210,43875,5/22/2023 0:00,48175,48174.740099999995,43874.99098360655,18.88386229,47342.257,52494.5016
VKR-134211,26734,5/22/2023 0:00,29354,29353.9809,26734.044535519122,9.343535622,21291.5658,23763.9371
VKR-134212,13109,5/22/2023 0:00,14394,14807.8445,13486.19717668488,23.18775989,20704.147,20534.4666
VKR-134213,23750,5/24/2023 0:00,26077,26077.4946,23749.995081967212,0.566990463,23881.5,23881.5
VKR-134214,18050,5/24/2023 0:00,19819,19818.8959,18049.99626593807,0.43091275149999997,18149.94,18149.94
VKR-134215,13109,5/22/2023 0:00,14394,14807.8445,13486.19717668488,23.376758221224105,20899.159,20534.4666
VKR-134216,14850,5/22/2023 0:00,16305,16305.2966,14849.996903460837,5.829419454,15862.361,15942.96
VKR-134217,10067,5/22/2023 0:00,11053,11053.3134,10066.76994535519,4.746249946045299,10849.4505,13250.2797
VKR-134218,5,5/22/2023 0:00,5,5.49,5,0.006350293,5.46,7.784800000000001
VKR-134219,5,5/22/2023 0:00,5,5.49,5,0.009071847,7.78,7.7848
VKR-134220,20961,5/22/2023 0:00,23015,23015.2227,20961.04071038251,9.463510803723901,21829.2879,23763.9371
VKR-134221,130376,5/23/2023 0:00,143153,143153.2577,130376.37313296902,70.18300477668481,142368.9582,134225.14179999998
VKR-134222,3970,5/23/2023 0:00,4359,4358.8258,3969.7867030965385,1.4282535109612002,2860.7849,3119.7474
VKR-134223,300,5/23/2023 0:00,329,329.3999,299.9999089253187,0.000453592,0,0
VKR-134224,9399,5/23/2023 0:00,10320,10319.8268,9398.749362,4.571267617,9051.32,9051.3191
VKR-134225,13109,5/23/2023 0:00,14394,14807.8445,13486.19717668488,22.98875984,20790.299,20534.4666
VKR-134226,43751,5/23/2023 0:00,48039,48039.0273,43751.39098360656,23.463380756122998,46725.8408,45386.2143
VKR-134227,5,5/23/2023 0:00,5,5.49,5,0.009071847,7.78,7.7848
VKR-134228,35392,5/23/2023 0:00,38861,38860.956999999995,35392.492714025495,14.74885528,32716.967,33360.9732
VKR-134229,44464,5/24/2023 0:00,48822,48821.608,44464.123861566484,20.958090306291602,43048.2,45536.4976
VKR-134230,27246,5/24/2023 0:00,29916,29916.4415,27246.30373406193,12.414083811336898,25126.12,25162.9538
VKR-134231,12018,5/24/2023 0:00,13196,13195.6703,12017.914663023677,5.417108525351599,11043.449999999999,11061.8888
VKR-134232,345,5/24/2023 0:00,379,378.8785,345.0623861566484,0.03840113,329.3,175.68
VKR-134233,13109,5/24/2023 0:00,14394,14807.8445,13486.19717668488,22.641761680799803,20694.259,20534.4666
VKR-134234,3822,5/24/2023 0:00,4197,4196.952,3822.3606557377047,1.06343824,2899.0592,3751.6793
VKR-134235,5,5/24/2023 0:00,5,5.49,5,0.009071847,7.78,7.7848
VKR-134236,43848,5/24/2023 0:00,48145,48145.0941,43847.990983606556,15.194001761584799,42873.1901,42882.3461
VKR-134237,13109,5/24/2023 0:00,14394,14807.8445,13486.19717668488,22.58376082,20675.159,20534.4666
VKR-134238,43751,5/24/2023 0:00,48039,48039.0273,43751.39098360656,23.51037746,42890.429299999996,45386.2143
VKR-134239,5,5/24/2023 0:00,5,5.49,5,0.009071847,7.78,7.7848
VKR-134240,54759,5/24/2023 0:00,60125,60125.386099999996,54759.003734061924,21.00736858,52763.5066,55265.9744
VKR-134241,54759,5/24/2023 0:00,60125,60125.386099999996,54759.003734061924,21.106396867586803,52995.696599999996,55265.9744
VKR-134242,20961,5/24/2023 0:00,23015,23015.2227,20961.04071038251,9.451495142,21293.8079,23763.9371
VKR-134243,54759,5/24/2023 0:00,60125,60125.386099999996,54759.003734061924,21.10236443,52878.4066,55265.9744
VKR-134244,11799,5/25/2023 0:00,12955,12955.402,11799.091074681237,3.955570406,10629.5737,13361.4851
VKR-134245,2378,5/25/2023 0:00,2611,2610.7098,2377.6956284153002,0.785113961,2127.2052,2441.0956
VKR-134246,43751,5/25/2023 0:00,48039,48039.0273,43751.39098360656,23.529364838186904,42109.4493,45386.2143
VKR-134247,54759,5/25/2023 0:00,60125,60125.386099999996,54759.003734061924,21.08136764,52834.174600000006,55265.9744
VKR-134248,7573,5/25/2023 0:00,8315,8315.0425,7572.898451730418,2.947103026,6548.0738,6395.1034
VKR-134251,47149,5/25/2023 0:00,51769,51769.4815,47148.89025500911,19.6873785,46946.6246,50437.464499999995
VKR-134253,13804,5/25/2023 0:00,15157,15592.6948,14200.997085610199,23.2179646,21619.44,21623.0128
VKR-134254,43098,5/25/2023 0:00,47322,47322.1158,43098.466120218574,23.26153215,41405.013900000005,44675.9181
VKR-134255,20961,5/25/2023 0:00,23015,23015.2227,20961.04071038251,9.447698574,21365.5034,23763.9371
VKR-134256,39950,5/25/2023 0:00,43865,43864.8,39949.72677595628,24.15196119,44246.7295,46134.4464
VKR-134257,39950,5/25/2023 0:00,43865,43864.8,39949.72677595628,24.13696543,44300.3927,46134.4464
VKR-134258,39950,5/25/2023 0:00,43865,43864.8,39949.72677595628,24.12296757,44235.6748,46134.4464
VKR-134259,39950,5/25/2023 0:00,43865,43864.8,39949.72677595628,24.11296585,44266.5527,46134.4464
VKR-134260,39950,5/25/2023 0:00,43865,43864.8,39949.72677595628,24.06997437,43869.8448,46134.4464
VKR-134261,39950,5/25/2023 0:00,43865,43864.8,39949.72677595628,24.04997548,43608.0245,46134.4464
VKR-134262,39950,5/25/2023 0:00,43865,43864.8,39949.72677595628,24.04997548,43699.3527,46134.4464
VKR-134263,39950,5/25/2023 0:00,43865,43864.8,39949.72677595628,24.07197017,43747.6127,46134.4464
VKR-134264,39950,5/25/2023 0:00,43865,43864.8,39949.72677595628,24.01997488,43548.9827,46134.4464
VKR-134265,39950,5/25/2023 0:00,43865,43864.8,39949.72677595628,24.0779712,43500.4912,46134.4464
VKR-134266,43098,5/25/2023 0:00,47322,47322.1158,43098.466120218574,23.25652449,43675.8639,44675.9181
VKR-134267,41793,5/25/2023 0:00,45888,45888.2928,41792.61639344262,22.70985043,41752.3432,43255.3257
VKR-134268,27225,5/24/2023 0:00,29893,29893.0438,27224.99435336976,15.124996754336701,30540.74,30540.7382
VKR-134269,20961,5/25/2023 0:00,23015,23015.2227,20961.04071038251,9.409583206854599,21540.9679,23763.9371
VKR-134270,20961,5/25/2023 0:00,23015,23015.2227,20961.04071038251,9.391607341,21663.8479,23763.9371
VKR-134271,16846,5/25/2023 0:00,18497,18497.2621,16846.322495446264,7.9915944912265005,18736.7428,20615.8284
VKR-134272,39658,5/25/2023 0:00,43545,43545.024,39658.49180327868,21.53662469,46712.1421,46899.972
VKR-134273,43919,5/25/2023 0:00,48223,48222.9148,43918.86593806921,22.651835967337497,43079.3312,43462.8477
VKR-134274,208,5/25/2023 0:00,228,228.384,207.99999999999997,0.03840113,0,0
VKR-134277,16846,5/26/2023 0:00,18497,18497.2621,16846.322495446264,7.848585889,18883.2109,20615.8284
VKR-134278,54759,5/26/2023 0:00,60125,60125.386099999996,54759.003734061924,21.14336918,52998.8366,55265.97439999999
VKR-134279,34065,5/26/2023 0:00,37403,37402.9505,34064.617941712204,13.497502794853002,27499.459,29582.843
VKR-134280,23187,5/26/2023 0:00,25459,25459.1561,23186.845264116575,8.582276083211601,17952.7639,18975.4713
VKR-134281,20961,5/26/2023 0:00,23015,23015.2227,20961.04071038251,9.423204586,21717.2924,23763.9371
VKR-134282,41793,5/26/2023 0:00,45888,45888.2928,41792.61639344262,22.72385736,41598.3932,43255.3257
VKR-134283,488,5/30/2023 0:00,536,536.3032,488.43642987249535,0.132113314,399.3693,594.567
VKR-134284,41793,5/30/2023 0:00,45888,45888.2928,41792.61639344262,22.74286288,41425.3432,43255.3257
VKR-134285,6846,5/30/2023 0:00,7517,7516.6228,6845.740255009107,3.066420499,6201.740000000001,6203.3487000000005
VKR-134286,674,5/30/2023 0:00,740,740.3087,674.2337887067395,0.21599615067029998,501.35,505.9584
VKR-134287,2480,5/30/2023 0:00,2723,2723.0394,2479.9994535519127,0.002267962,0,0
VKR-134288,4620,5/30/2023 0:00,5073,5072.759,4619.999089253187,0.201599129,1751.21,1775.466
VKR-134289,41793,5/30/2023 0:00,45888,45888.2928,41792.61639344262,22.7248598,40545.4832,43255.3257
VKR-134290,13799,5/30/2023 0:00,15152,15587.2048,14195.997085610199,23.125921640614102,21586.68,21615.228
VKR-134291,5,5/30/2023 0:00,5,5.49,5,0.009071847,7.78,7.7848
VKR-134292,20120,5/30/2023 0:00,22092,22091.7555,20119.99590163934,35.094913402964806,29698.43,29535.475300000002
VKR-134293,13804,5/30/2023 0:00,15157,15592.6948,14200.997085610199,23.280982192298605,21627.57,21623.0128
VKR-134294,19532,5/31/2023 0:00,21447,21446.5183,19532.348178506374,8.398466847,15604.790799999999,16635.3588
VKR-134295,37406,5/31/2023 0:00,41071,41071.241700000006,37405.502459016396,15.31164548,33638.8808,35609.798
VKR-134296,43040,5/31/2023 0:00,47258,47257.7732,43039.86630236794,20.57187908,46929.8117,39234.6693
VKR-134303,50522,5/31/2023 0:00,55473,55473.2132,50522.05209471766,21.43686612,45539.34,46679.4387
VKR-134304,32798,5/31/2023 0:00,36012,36012.3673,32798.14872495446,10.349485564502702,29369.909300000003,28130.0354
VKR-134305,14599,5/31/2023 0:00,16030,16030.1508,14599.408743169397,6.003476454,14463.14,14953.4204
VKR-134306,42714,5/31/2023 0:00,46900,46899.9623,42713.99116575591,22.52588244,50881.1962,43488.870200000005
VKR-134307,29736,5/31/2023 0:00,32650,32650.1212,29735.993806921673,12.26772316,24554.5352,25487.808100000002
VKR-134308,42714,5/31/2023 0:00,46900,46899.962400000004,42713.99126,22.517881068629098,50123.5347,43488.870299999995
VKR-134309,42714,5/31/2023 0:00,46900,46899.9623,42713.99116575591,22.52188175,47493.1231,43488.8703
VKR-134310,39950,5/31/2023 0:00,43865,43864.8,39949.72677595628,24.05898383,43861.1722,46411.1424
VKR-134311,39950,5/31/2023 0:00,43865,43864.8,39949.72677595628,24.081980958481598,43930.8933,46411.1424
VKR-134312,39950,5/31/2023 0:00,43865,43864.8,39949.72677595628,24.05597651,43766.5627,46411.1424
VKR-134313,39950,5/31/2023 0:00,43865,43864.8,39949.72677595628,24.020977320640302,43660.3227,46411.1424
VKR-134314,39950,5/31/2023 0:00,43865,43864.8,39949.72677595628,24.011978048019497,43660.4327,46411.1424
